,year,rank,name,citizenship,age,net_worth,residence,source,category,continents
18643,2021.0,956.0,Luciano Benetton,Italy,85.0,3.2,,"fashion retail, investments",Fashion &amp; Retail ,Europe
18644,2021.0,956.0,Tomasz Biernacki,Poland,48.0,3.2,,supermarkets,Fashion &amp; Retail ,Europe
18645,2021.0,956.0,Chey Tae-won,South Korea,60.0,3.2,,"oil, semiconductor",Telecom ,Asia
18646,2021.0,956.0,John Collison,Ireland,30.0,3.2,,payments software,Technology ,Europe
18647,2021.0,956.0,Patrick Collison,Ireland,32.0,3.2,,payment software,Technology ,Europe
18648,2021.0,956.0,Jack Cowin,Australia,78.0,3.2,,fast food,Food &amp; Beverage ,Oceania
18649,2021.0,956.0,Archie Aldis Emmerson & family,United States,91.0,3.2,,"timberland, lumber mills",Manufacturing ,North America
18650,2021.0,956.0,Yoichi & Keiko Erikawa,Japan,,3.2,,videogames,Media &amp; Entertainment ,Asia
18651,2021.0,956.0,Juan Carlos Escotet,Venezuela,61.0,3.2,,banking,Finance &amp; Investments ,South America
18652,2021.0,956.0,Carlo Fidani,Canada,66.0,3.2,,real estate,Real Estate ,North America
18653,2021.0,956.0,Don Hankey,United States,77.0,3.2,,auto loans,Finance &amp; Investments ,North America
18654,2021.0,956.0,Otto Happel,Germany,73.0,3.2,,engineering,Construction &amp; Engineering ,Europe
18655,2021.0,956.0,He Zhaoxi,China,47.0,3.2,,software,Technology ,Asia
18656,2021.0,956.0,Heidi Horten,Austria,80.0,3.2,,retail,Fashion &amp; Retail ,Europe
18657,2021.0,956.0,Ke Zunhong & family,China,66.0,3.2,,pharmaceuticals,Healthcare ,Asia
18658,2021.0,956.0,Thai Lee,United States,62.0,3.2,,IT provider,Technology ,North America
18659,2021.0,956.0,Mikhail Lomtadze,Georgia,45.0,3.2,,fintech,Finance &amp; Investments ,Europe
18660,2021.0,956.0,Ronald McAulay,Hong Kong,85.0,3.2,,energy,Energy ,Asia
18661,2021.0,956.0,Maja Oeri,Switzerland,66.0,3.2,,Pharmaceuticals,Healthcare ,Europe
18662,2021.0,956.0,James Packer,Australia,53.0,3.2,,casinos,Gambling &amp; Casinos ,Oceania
18663,2021.0,956.0,John Sall,United States,73.0,3.2,,software,Technology ,North America
18664,2021.0,956.0,Naguib Sawiris,Egypt,66.0,3.2,,telecom,Telecom ,Africa
18665,2021.0,956.0,Zygmunt Solorz-Zak,Poland,64.0,3.2,,TV broadcasting,Media &amp; Entertainment ,Europe
18666,2021.0,956.0,Lawrence Stroll,Canada,61.0,3.2,,fashion investments,Fashion &amp; Retail ,North America
18667,2021.0,956.0,Rita Tong Liu,Hong Kong,72.0,3.2,,real estate,Real Estate ,Asia
18668,2021.0,956.0,Tsai Cheng-ta,Taiwan,71.0,3.2,,finance,Finance &amp; Investments ,Asia
18669,2021.0,956.0,Tsai Hong-tu,Taiwan,68.0,3.2,,finance,Finance &amp; Investments ,Asia
18670,2021.0,956.0,Steve Wynn,United States,79.0,3.2,,"casinos, hotels",Gambling &amp; Casinos ,North America
18671,2021.0,956.0,Zhang Li,China,68.0,3.2,,real estate,Real Estate ,Asia
18672,2021.0,986.0,Otto Philipp Braun,Germany,43.0,3.1,,medical technology,Healthcare ,Europe
18673,2021.0,986.0,John Caudwell,United Kingdom,68.0,3.1,,mobile phones,Telecom ,Europe
18674,2021.0,986.0,Chi Yufeng,China,50.0,3.1,,software,Technology ,Asia
18675,2021.0,986.0,Camilla de Godoy Bueno Grossi,Brazil,42.0,3.1,,medical labs,Healthcare ,South America
18676,2021.0,986.0,Antonio Del Valle Ruiz & family,Mexico,82.0,3.1,,chemicals,Manufacturing ,North America
18677,2021.0,986.0,Martin Ebner,Switzerland,75.0,3.1,,investments,Finance &amp; Investments ,Europe
18678,2021.0,986.0,John Fisher,United States,59.0,3.1,,Gap,Fashion &amp; Retail ,North America
18679,2021.0,986.0,Jane Goldman,United States,65.0,3.1,,real estate,Real Estate ,North America
18680,2021.0,986.0,Gu Yuhua & family,China,71.0,3.1,,furniture,Manufacturing ,Asia
18681,2021.0,986.0,Hao Hong,United States,65.0,3.1,,pharmaceuticals,Healthcare ,North America
18682,2021.0,986.0,Hoi Kin Hong,Macao,68.0,3.1,,real estate,Real Estate ,Asia
18683,2021.0,986.0,Jin Lei,China,55.0,3.1,,pharmaceuticals,Healthcare ,Asia
18684,2021.0,986.0,Artem Khachatryan,Russia,46.0,3.1,,retail,Fashion &amp; Retail ,Asia
18685,2021.0,986.0,Li Gaiteng,China,48.0,3.1,,hair dryers,Manufacturing ,Asia
18686,2021.0,986.0,Li Zhongchu,China,57.0,3.1,,software,Technology ,Asia
18687,2021.0,986.0,Harald Link,Thailand,66.0,3.1,,diversified,Diversified ,Asia
18688,2021.0,986.0,Sergey Lomakin,Russia,47.0,3.1,,retail,Fashion &amp; Retail ,Asia
18689,2021.0,986.0,Nie Tengyun & family,China,45.0,3.1,,logistics,Service ,Asia
18690,2021.0,986.0,Prasert Prasarttong-Osoth,Thailand,88.0,3.1,,hospitals,Healthcare ,Asia
18691,2021.0,986.0,Penny Pritzker,United States,61.0,3.1,,"hotels, investments",Finance &amp; Investments ,North America
18692,2021.0,986.0,Herb Simon,United States,86.0,3.1,,real estate,Real Estate ,North America
18693,2021.0,986.0,Jerry Speyer,United States,80.0,3.1,,real estate,Real Estate ,North America
18694,2021.0,1008.0,Wilhelm Beier & family,Germany,64.0,3.0,,pharmaceuticals,Healthcare ,Europe
18695,2021.0,1008.0,Koos Bekker,South Africa,68.0,3.0,,"media, investments",Media &amp; Entertainment ,Africa
18696,2021.0,1008.0,Ben Chestnut,United States,46.0,3.0,,email marketing,Technology ,North America
18697,2021.0,1008.0,John Coates,United Kingdom,51.0,3.0,,online gambling,Gambling &amp; Casinos ,Europe
18698,2021.0,1008.0,Pedro de Godoy Bueno,Brazil,30.0,3.0,,health insurance,Healthcare ,South America
18699,2021.0,1008.0,Carl Douglas,Sweden,59.0,3.0,,investments,Diversified ,Europe
18700,2021.0,1008.0,Eric Douglas,Sweden,52.0,3.0,,investments,Diversified ,Europe
18701,2021.0,1008.0,Behdad Eghbali,United States,44.0,3.0,,private equity,Finance &amp; Investments ,North America
18702,2021.0,1008.0,Jose E. Feliciano,United States,47.0,3.0,,private equity,Finance &amp; Investments ,North America
18703,2021.0,1008.0,Philippe Foriel-Destezet,France,85.0,3.0,,employment agency,Service ,Europe
18704,2021.0,1008.0,Gan Zhongru,China,72.0,3.0,,pharmaceuticals,Healthcare ,Asia
18705,2021.0,1008.0,Allan Goldman,United States,78.0,3.0,,real estate,Real Estate ,North America
18706,2021.0,1008.0,Amy Goldman Fowler,United States,66.0,3.0,,real estate,Real Estate ,North America
18707,2021.0,1008.0,Alec Gores,United States,68.0,3.0,,private equity,Finance &amp; Investments ,North America
18708,2021.0,1008.0,Peter Grogg,Switzerland,79.0,3.0,,biochemicals,Healthcare ,Europe
18709,2021.0,1008.0,Jimmy Haslam,United States,67.0,3.0,,"gas stations, retail",Fashion &amp; Retail ,North America
18710,2021.0,1008.0,Christian Haub,Germany,56.0,3.0,,retail,Fashion &amp; Retail ,Europe
18711,2021.0,1008.0,Gudrun Heine,Germany,66.0,3.0,,medical devices,Healthcare ,Europe
18712,2021.0,1008.0,Huang Jinfeng,China,38.0,3.0,,e-commerce,Fashion &amp; Retail ,Asia
18713,2021.0,1008.0,Huang Rulun,China,69.0,3.0,,real estate,Real Estate ,Asia
18714,2021.0,1008.0,James Irsay,United States,61.0,3.0,,Indianapolis Colts,Sports ,North America
18715,2021.0,1008.0,Justin Ishbia,United States,43.0,3.0,,private equity,Finance &amp; Investments ,North America
18716,2021.0,1008.0,Diane Kemper,United States,75.0,3.0,,real estate,Real Estate ,North America
18717,2021.0,1008.0,George Kurtz,United States,50.0,3.0,,security software,Technology ,North America
18718,2021.0,1008.0,Dan Kurzius,United States,49.0,3.0,,email marketing,Technology ,North America
18719,2021.0,1008.0,Kwek Leng Beng,Singapore,80.0,3.0,,diversified,Diversified ,Asia
18720,2021.0,1008.0,Geoffrey Kwok,Hong Kong,35.0,3.0,,real estate,Real Estate ,Asia
18721,2021.0,1008.0,Sheldon Lavin,United States,88.0,3.0,,meat processing,Food &amp; Beverage ,North America
18722,2021.0,1008.0,Louis Le Duff,France,74.0,3.0,,bakeries,Food &amp; Beverage ,Europe
18723,2021.0,1008.0,James Leprino,United States,83.0,3.0,,cheese,Food &amp; Beverage ,North America
18724,2021.0,1008.0,Joseph Liemandt,United States,52.0,3.0,,software,Technology ,North America
18725,2021.0,1008.0,Peter Lim,Singapore,67.0,3.0,,investments,Finance &amp; Investments ,Asia
18726,2021.0,1008.0,Jeffrey Lurie,United States,69.0,3.0,,Philadelphia Eagles,Sports ,North America
18727,2021.0,1008.0,Tom Morris,United Kingdom,66.0,3.0,,retail,Fashion &amp; Retail ,Europe
18728,2021.0,1008.0,Or Wai Sheun,Hong Kong,69.0,3.0,,real estate,Real Estate ,Asia
18729,2021.0,1008.0,P.V. Ramprasad Reddy,India,63.0,3.0,,pharmaceuticals,Healthcare ,Asia
18730,2021.0,1008.0,Haim Saban,United States,76.0,3.0,,"TV network, investments",Media &amp; Entertainment ,North America
18731,2021.0,1008.0,Ferit Faik Sahenk,Turkey,57.0,3.0,,diversified,Diversified ,Asia
18732,2021.0,1008.0,Eddy Kusnadi Sariaatmadja,Indonesia,67.0,3.0,,"media, tech",Media &amp; Entertainment ,Asia
18733,2021.0,1008.0,Gil Shwed,Israel,52.0,3.0,,software,Technology ,Asia
18734,2021.0,1008.0,Song Zuowen,China,74.0,3.0,,"aluminum, diversified",Diversified ,Asia
18735,2021.0,1008.0,Friede Springer,Germany,78.0,3.0,,publishing,Media &amp; Entertainment ,Europe
18736,2021.0,1008.0,Sybill Storz,Germany,84.0,3.0,,medical devices,Healthcare ,Europe
18737,2021.0,1008.0,Pat Stryker,United States,65.0,3.0,,medical equipment,Healthcare ,North America
18738,2021.0,1008.0,Hans Sy,Philippines,65.0,3.0,,diversified,Diversified ,Asia
18739,2021.0,1008.0,Herbert Sy,Philippines,64.0,3.0,,diversified,Diversified ,Asia
18740,2021.0,1008.0,Andrew Tan,Philippines,71.0,3.0,,diversified,Diversified ,Asia
18741,2021.0,1008.0,Tian Ming,China,67.0,3.0,,measuring instruments,Technology ,Asia
18742,2021.0,1008.0,Wang Changtian,China,55.0,3.0,,"TV, movie production",Media &amp; Entertainment ,Asia
18743,2021.0,1008.0,Richard White,Australia,66.0,3.0,,software,Technology ,Oceania
18744,2021.0,1008.0,Cameron Winklevoss,United States,39.0,3.0,,cryptocurrency,Finance &amp; Investments ,North America
18745,2021.0,1008.0,Tyler Winklevoss,United States,39.0,3.0,,cryptocurrency,Finance &amp; Investments ,North America
18746,2021.0,1008.0,Xia Zuoquan,China,59.0,3.0,,automobiles,Automotive ,Asia
18747,2021.0,1008.0,Yin Xin,China,36.0,3.0,,video streaming app,Media &amp; Entertainment ,Asia
18748,2021.0,1008.0,Zhang Lei,China,48.0,3.0,,investments,Finance &amp; Investments ,Asia
18749,2021.0,1008.0,Zhu Xingming,China,54.0,3.0,,electrical equipment,Manufacturing ,Asia
18750,2021.0,1064.0,Juan Abello,Spain,79.0,2.9,,investments,Finance &amp; Investments ,Europe
18751,2021.0,1064.0,Ben Ashkenazy,United States,51.0,2.9,,real estate,Real Estate ,North America
18752,2021.0,1064.0,Sid Bass,United States,78.0,2.9,,"oil, investments",Energy ,North America
18753,2021.0,1064.0,Joesley Batista,Brazil,49.0,2.9,,beef processing,Food &amp; Beverage ,South America
18754,2021.0,1064.0,Wesley Batista,Brazil,48.0,2.9,,beef packing,Food &amp; Beverage ,South America
18755,2021.0,1064.0,Riley Bechtel & family,United States,69.0,2.9,,"engineering, construction",Construction &amp; Engineering ,North America
18756,2021.0,1064.0,Sanjeev Bikhchandani,India,57.0,2.9,,Internet,Technology ,Asia
18757,2021.0,1064.0,Cao Ji,China,69.0,2.9,,manufacturing,Manufacturing ,Asia
18758,2021.0,1064.0,Chen Kaixuan,China,62.0,2.9,,household chemicals,Manufacturing ,Asia
18759,2021.0,1064.0,Bennett Dorrance,United States,75.0,2.9,,Campbell Soup,Food &amp; Beverage ,North America
18760,2021.0,1064.0,Marcel Erni,Switzerland,56.0,2.9,,private equity,Finance &amp; Investments ,Europe
18761,2021.0,1064.0,Walter Faria,Brazil,66.0,2.9,,beer,Food &amp; Beverage ,South America
18762,2021.0,1064.0,Fu Guangming & family,China,67.0,2.9,,poultry,Food &amp; Beverage ,Asia
18763,2021.0,1064.0,Bob Gaglardi,Canada,80.0,2.9,,hotels,Real Estate ,North America
18764,2021.0,1064.0,Alfred Gantner,Switzerland,53.0,2.9,,private equity,Finance &amp; Investments ,Europe
18765,2021.0,1064.0,Maggie Hardy Knox,United States,55.0,2.9,,building materials,Service ,North America
18766,2021.0,1064.0,Hu Yangzhong,China,56.0,2.9,,technology,Technology ,Asia
18767,2021.0,1064.0,Huang Qiaoling,China,62.0,2.9,,amusement parks,Media &amp; Entertainment ,Asia
18768,2021.0,1064.0,Huang Zhenda & family,China,73.0,2.9,,construction,Construction &amp; Engineering ,Asia
18769,2021.0,1064.0,Bradley Jacobs,United States,64.0,2.9,,logistics,Logistics ,North America
18770,2021.0,1064.0,Osman Kibar,United States,50.0,2.9,,biotech,Healthcare ,North America
18771,2021.0,1064.0,Kim Taek-jin,South Korea,54.0,2.9,,online games,Media &amp; Entertainment ,Asia
18772,2021.0,1064.0,Maritsa Lazari & family,United Kingdom,76.0,2.9,,real estate,Real Estate ,Europe
18773,2021.0,1064.0,Pablo Legorreta,United States,57.0,2.9,,investments,Finance &amp; Investments ,North America
18774,2021.0,1064.0,Liang Yunchao,China,52.0,2.9,,nutritional supplements,Food &amp; Beverage ,Asia
18775,2021.0,1064.0,Samir Mehta,India,57.0,2.9,,"pharmaceuticals, power",Healthcare ,Asia
18776,2021.0,1064.0,Sudhir Mehta,India,66.0,2.9,,"pharmaceuticals, power",Healthcare ,Asia
18777,2021.0,1064.0,Farhad Moshiri,United Kingdom,65.0,2.9,,diversified,Diversified ,Europe
18778,2021.0,1064.0,Patrice Motsepe,South Africa,59.0,2.9,,mining,Metals &amp; Mining ,Africa
18779,2021.0,1064.0,Matt Moulding,United Kingdom,49.0,2.9,,e-commerce,Fashion &amp; Retail ,Europe
18780,2021.0,1064.0,Alexander Nesis,Russia,58.0,2.9,,"metals, banking, fertilizers",Finance &amp; Investments ,Asia
18781,2021.0,1064.0,Benjamin Otto,Germany,,2.9,,retail,Fashion &amp; Retail ,Europe
18782,2021.0,1064.0,Lucy Peng,China,48.0,2.9,,e-commerce,Technology ,Asia
18783,2021.0,1064.0,Sebastian Piñera & family,Chile,71.0,2.9,,investments,Finance &amp; Investments ,South America
18784,2021.0,1064.0,Alexander Ponomarenko,Russia,56.0,2.9,,"real estate, airport",Logistics ,Asia
18785,2021.0,1064.0,Chandru Raheja,India,80.0,2.9,,real estate,Real Estate ,Asia
18786,2021.0,1064.0,Chad Richison,United States,50.0,2.9,,payroll processing,Technology ,North America
18787,2021.0,1064.0,Arkady Rotenberg,Russia,69.0,2.9,,"construction, pipes, banking",Construction &amp; Engineering ,Asia
18788,2021.0,1064.0,Alejandro Santo Domingo,United States,44.0,2.9,,beer,Food &amp; Beverage ,North America
18789,2021.0,1064.0,Paul Sciarra,United States,40.0,2.9,,Pinterest,Technology ,North America
18790,2021.0,1064.0,Alexander Skorobogatko,Russia,53.0,2.9,,"real estate, airport",Logistics ,Asia
18791,2021.0,1064.0,Jeff Sutton,United States,61.0,2.9,,real estate,Real Estate ,North America
18792,2021.0,1064.0,Glen Taylor,United States,79.0,2.9,,printing,Service ,North America
18793,2021.0,1064.0,Urs Wietlisbach,Switzerland,59.0,2.9,,private equity,Finance &amp; Investments ,Europe
18794,2021.0,1064.0,Xu Yingzhuo,China,53.0,2.9,,agribusiness,Food &amp; Beverage ,Asia
18795,2021.0,1064.0,Jon Yarbrough,United States,63.0,2.9,,video games,Gambling &amp; Casinos ,North America
18796,2021.0,1064.0,Ye Fan & family,China,50.0,2.9,,auto dealerships,Automotive ,Asia
18797,2021.0,1111.0,William Ackman,United States,54.0,2.8,,hedge funds,Finance &amp; Investments ,North America
18798,2021.0,1111.0,Abdulla bin Ahmad Al Ghurair & family,United Arab Emirates,,2.8,,diversified,Diversified ,Asia
18799,2021.0,1111.0,Bai Baokun,China,51.0,2.8,,hardware,Manufacturing ,Asia
18800,2021.0,1111.0,David Baszucki,United States,58.0,2.8,,online games,Media &amp; Entertainment ,North America
18801,2021.0,1111.0,Aneel Bhusri,United States,55.0,2.8,,business software,Technology ,North America
18802,2021.0,1111.0,Norman Braman,United States,88.0,2.8,,"art, car dealerships",Automotive ,North America
18803,2021.0,1111.0,Eva Maria Bucher-Haefner,Switzerland,64.0,2.8,,"software, investments",Technology ,Europe
18804,2021.0,1111.0,Vivek Chand Burman,India,83.0,2.8,,consumer goods,Food &amp; Beverage ,Asia
18805,2021.0,1111.0,John Catsimatidis,United States,72.0,2.8,,"oil, real estate",Energy ,North America
18806,2021.0,1111.0,Morris Chang,Taiwan,89.0,2.8,,semiconductors,Technology ,Asia
18807,2021.0,1111.0,Chen Hua,China,55.0,2.8,,real estate,Real Estate ,Asia
18808,2021.0,1111.0,Chen Huwen,China,50.0,2.8,,stationery,Manufacturing ,Asia
18809,2021.0,1111.0,Chen Huxiong,China,50.0,2.8,,stationery,Manufacturing ,Asia
18810,2021.0,1111.0,Chen Tianshi,China,36.0,2.8,,semiconductors,Technology ,Asia
18811,2021.0,1111.0,James Clark,United States,77.0,2.8,,"Netscape, investments",Technology ,North America
18812,2021.0,1111.0,Jean Coutu & family,Canada,93.0,2.8,,drugstores,Fashion &amp; Retail ,North America
18813,2021.0,1111.0,Deng Weiming & family,China,52.0,2.8,,materials,Manufacturing ,Asia
18814,2021.0,1111.0,Bergit Douglas,Germany,74.0,2.8,,consumer goods,Food &amp; Beverage ,Europe
18815,2021.0,1111.0,Doris Fisher,United States,89.0,2.8,,Gap,Fashion &amp; Retail ,North America
18816,2021.0,1111.0,Gary Friedman,United States,63.0,2.8,,Furniture retail,Fashion &amp; Retail ,North America
18817,2021.0,1111.0,Valentin Gapontsev & family,United States,82.0,2.8,,lasers,Manufacturing ,North America
18818,2021.0,1111.0,David Gottesman,United States,94.0,2.8,,investments,Finance &amp; Investments ,North America
18819,2021.0,1111.0,John Henry,United States,71.0,2.8,,sports,Sports ,North America
18820,2021.0,1111.0,Alan Howard,United Kingdom,57.0,2.8,,hedge funds,Finance &amp; Investments ,Europe
18821,2021.0,1111.0,Micky Jagtiani,India,69.0,2.8,,retail,Fashion &amp; Retail ,Asia
18822,2021.0,1111.0,Travis Kalanick,United States,44.0,2.8,,Uber,Technology ,North America
18823,2021.0,1111.0,Alicia Koplowitz,Spain,67.0,2.8,,"construction, investments",Finance &amp; Investments ,Europe
18824,2021.0,1111.0,Timur Kulibaev,Kazakhstan,54.0,2.8,,banking,Finance &amp; Investments ,Asia
18825,2021.0,1111.0,Dinara Kulibaeva,Kazakhstan,53.0,2.8,,banking,Finance &amp; Investments ,Asia
18826,2021.0,1111.0,Li Liufa & family,China,63.0,2.8,,"steel, diversified",Diversified ,Asia
18827,2021.0,1111.0,Li Sze Lim,Hong Kong,64.0,2.8,,real estate,Real Estate ,Asia
18828,2021.0,1111.0,Li Xiaohua & family,China,59.0,2.8,,packaging,Manufacturing ,Asia
18829,2021.0,1111.0,Liu Ming Hui,China,58.0,2.8,,natural gas distribution,Energy ,Asia
18830,2021.0,1111.0,Lv Jianming,Hong Kong,56.0,2.8,,medical equipment,Healthcare ,Asia
18831,2021.0,1111.0,Rudy Ma,Taiwan,80.0,2.8,,finance,Finance &amp; Investments ,Asia
18832,2021.0,1111.0,"Drayton McLane, Jr.",United States,84.0,2.8,,"Walmart, logistics",Fashion &amp; Retail ,North America
18833,2021.0,1111.0,Hans Melchers,Netherlands,82.0,2.8,,"chemicals, investments",Finance &amp; Investments ,Europe
18834,2021.0,1111.0,Nguyen Thi Phuong Thao,Vietnam,50.0,2.8,,airlines,Diversified ,Asia
18835,2021.0,1111.0,Philip Niarchos,Greece,67.0,2.8,,art collection,Diversified ,Europe
18836,2021.0,1111.0,Alfred Oetker,Germany,54.0,2.8,,consumer goods,Fashion &amp; Retail ,Europe
18837,2021.0,1111.0,August Oetker,Germany,76.0,2.8,,consumer goods,Fashion &amp; Retail ,Europe
18838,2021.0,1111.0,Carl Ferdinand Oetker,Germany,48.0,2.8,,consumer goods,Fashion &amp; Retail ,Europe
18839,2021.0,1111.0,Christian Oetker,Germany,72.0,2.8,,consumer goods,Fashion &amp; Retail ,Europe
18840,2021.0,1111.0,Julia Oetker,Germany,42.0,2.8,,consumer goods,Fashion &amp; Retail ,Europe
18841,2021.0,1111.0,Richard Oetker,Germany,70.0,2.8,,consumer goods,Fashion &amp; Retail ,Europe
18842,2021.0,1111.0,Heloise Pratt,Australia,58.0,2.8,,"manufacturing, investment",Manufacturing ,Oceania
18843,2021.0,1111.0,Filiz Sahenk,Turkey,54.0,2.8,,diversified,Diversified ,Asia
18844,2021.0,1111.0,T. Denny Sanford,United States,85.0,2.8,,"banking, credit cards",Finance &amp; Investments ,North America
18845,2021.0,1111.0,Karin Schick,Germany,,2.8,,information technology,Technology ,Europe
18846,2021.0,1111.0,Hilton Schlosberg,United Kingdom,68.0,2.8,,energy drinks,Food &amp; Beverage ,Europe
18847,2021.0,1111.0,Rosely Schweizer,Germany,80.0,2.8,,consumer goods,Fashion &amp; Retail ,Europe
18848,2021.0,1111.0,Warren Stephens,United States,64.0,2.8,,investment banking,Finance &amp; Investments ,North America
